"accepted.taxa.name","min_nu.biovol","mn_nu.biovol","mdn_nu.biovol","max_nu.biovol","sd_nu.biovol","n","mn_cells.per.nu","n_sources","w.tsn","level","kingdom","subkingdom","infrakingdom","division","subdivision","phylum","class","subclass","order","family","genus","species"
"Achnanthes saxonica",2.15533603746506,2.15533603746506,2.15533603746506,2.15533603746506,NA,1,NA,1,3556,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","saxonica"
"Achnanthes stewartii",1.86981820797933,2.10222248952585,2.19865708695442,2.19865708695442,0.145900821748155,5,NA,1,3557,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","stewartii"
"Achnanthes subatomus",1.50650503240487,2.24767068784239,2.45331834004704,2.78318869107526,0.662720535913867,3,NA,1,3558,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","subatomus"
"Achnanthes subhudsonis",1.02118929906994,1.66102982228285,1.66744391431512,2.23044892137827,0.247581449571582,344,NA,1,3559,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","subhudsonis"
"Achnanthes submarina",2,2.13691777603991,2.13987908640124,2.28330122870355,0.0703002463146916,43,NA,1,3571,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","submarina"
"Achnanthes suchlandtii",1.38021124171161,1.84361760142693,1.82020096249078,2.32014628611105,0.224796173651094,64,NA,1,3478,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","suchlandtii"
"Achnanthes thermalis",1.61804809671209,2.29223822789801,2.44482519950975,2.73399928653839,0.352510881774659,7,1,2,591148,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","thermalis"
"Achnanthes ventralis",1.47129171105894,2.38211826742287,2.81954393554187,2.8555191556678,0.789004002492452,3,NA,1,193783,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthaceae","Achnanthes","ventralis"
"Achnanthidium affine",1.39445168082622,1.73600810176002,1.75891189239797,2.15836249209525,0.17048446223714,60,NA,1,591149,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","affine"
"Achnanthidium duthii",1.92941892571429,1.95921177070641,1.95921177070641,1.98900461569854,0.0421334454495384,2,NA,1,591150,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","duthii"
"Achnanthidium exiguum",0.954242509439325,1.87597376576397,1.9203666173059,2.69019608002851,0.330789170343652,246,1,3,591151,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","exiguum"
"Achnanthidium exilis",1.98362628712453,2.20307770315626,2.20511859599202,2.57518784492766,0.155667404445416,12,NA,1,591152,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","exilis"
"Achnanthidium hungaricum",2.36361197989214,2.69278890832026,2.65896484266443,3.03302144468291,0.178309304714637,33,NA,1,591154,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","hungaricum"
"Achnanthidium microcephalum",2.16435285578444,2.16435285578444,2.16435285578444,2.16435285578444,NA,1,NA,1,591165,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","microcephalum"
"Achnanthidium minutissimum",0.720159303405957,1.57532939828932,1.65321251377534,2.32837960343874,0.32548304025496,2320,1.01923076923077,5,591164,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","minutissimum"
"Achnanthidium trinodis",2.01703333929878,2.01703333929878,2.01703333929878,2.01703333929878,NA,1,NA,1,591162,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Achnanthidiaceae","Achnanthidium","trinodis"
"Actinastrum gracillimum",2.14921911265538,2.14921911265538,2.14921911265538,2.14921911265538,NA,1,NA,1,6103,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Actinastrum","gracillimum"
"Actinastrum hantzschii",0.829303772831025,1.8821322809726,1.77232170672292,3.72427586960079,0.647460461617323,158,4.18214285714286,7,6099,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Sphaeropleales","Scenedesmaceae","Actinastrum","hantzschii"
"Actinella punctata",2.48855071650044,3.40407125402783,3.39794000867204,4.35024801833416,0.537527717858298,7,NA,2,3418,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Eunotiales","Eunotiaceae","Actinella","punctata"
"Actinocyclus normanii",3.06520612805431,3.69372816566815,3.72435780422643,4.26296738905328,0.209061461041401,118,1,4,2661,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Coscinodiscales","Hemidiscaceae","Actinocyclus","normanii"
"Actinoptychus senarius",2.54830341070974,3.27091587265948,3.25422482713597,4.0254238462292,0.484438408247079,14,1,1,2620,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Coscinodiscales","Heliopeltaceae","Actinoptychus","senarius"
"Actinoptychus undulatus",3.91211572907885,3.97048540810228,3.97428135887783,4.01565309853547,0.0378795500348243,6,NA,1,2622,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Coscinodiscales","Heliopeltaceae","Actinoptychus","undulatus"
"Actinotaenium curtum",4.23512426401946,4.23512426401946,4.23512426401946,4.23512426401946,NA,1,NA,1,8802,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Actinotaenium","curtum"
"Agmenellum elegans",1.69897000433602,1.94732165563916,1.99383313246314,2.28330122870355,0.174161723172018,12,1,1,608,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Agmenellum","elegans"
"Alexandrium catenella",3.26057697506382,3.67507932987402,3.74080753565222,3.97233662491862,0.208416139589597,14,1,1,573523,"Species","Chromista","Chromista",NA,"Pyrrophycophyta",NA,NA,"Dinophyceae",NA,"Gonyaulacales","Goniodomataceae","Alexandrium","catenella"
"Alexandrium tamarense",2.81521236229935,3.112942086216,3.08260946337741,3.46718618374057,0.224171141998434,13,1,1,573512,"Species","Chromista","Chromista",NA,"Pyrrophycophyta",NA,NA,"Dinophyceae",NA,"Gonyaulacales","Goniodomataceae","Alexandrium","tamarense"
"Amphipleura pellucida",2.22530928172586,2.71392659900672,2.69284691927723,3.39532639306935,0.283451291848091,97,1,2,4580,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Amphipleuraceae","Amphipleura","pellucida"
"Amphora acutiuscula",2.9434945159061,3.24610097311472,3.26609222768525,3.38363586836188,0.0898628812732394,38,NA,1,4781,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","acutiuscula"
"Amphora angusta",2.29446622616159,2.3883548452178,2.38916608436453,2.4996870826184,0.0579516885471626,19,NA,1,4707,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","angusta"
"Amphora coffeaeformis",1.94792361983173,2.19442684588862,2.20274148149314,2.29446622616159,0.0943008239817296,14,NA,1,591158,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","coffeaeformis"
"Amphora commutata",4.50345019344201,4.50345019344201,4.50345019344201,4.50345019344201,NA,1,NA,1,591157,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","commutata"
"Amphora delicatissima",2.02118929906994,2.09693174906038,2.08813247105707,2.20411998265592,0.0614381038162202,8,NA,1,4783,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","delicatissima"
"Amphora exigua",2.11394335230684,2.2041239694561,2.21855804652404,2.27646180417324,0.0587389762836466,10,NA,1,4746,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","exigua"
"Amphora inariensis",0.653212513775344,1.90555867393436,1.99387334119225,2.95424250943932,0.491755167842854,130,NA,1,591196,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","inariensis"
"Amphora montana",1.82477646247555,2.2741472596648,2.24540047600543,2.62736585659273,0.200825217945335,40,NA,1,4762,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","montana"
"Amphora ocellata",3.51188336097887,3.71989402111704,3.72523656400203,3.85733249643127,0.111560895489189,10,NA,1,4719,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","ocellata"
"Amphora ovalis",2.10720996964787,3.08971674616347,3.09656243837414,4.0701117827822,0.468601285888207,97,1,4,4721,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","ovalis"
"Amphora perpusilla",1.43136376415899,1.88370166564183,1.88366143515362,2.36172783601759,0.181877029933273,403,NA,1,4766,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","perpusilla"
"Amphora submontana",2.02530586526477,2.38578268215817,2.43550609686123,2.75358305889291,0.201499177472019,10,NA,1,4770,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","submontana"
"Amphora thumensis",2.32221929473392,2.36289115503838,2.36361197989214,2.40140054078154,0.0280121927754273,5,NA,1,591172,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","thumensis"
"Amphora veneta",2.17609125905568,2.54436031277877,2.46389298898591,3.09043593258845,0.282087059190981,17,1,2,4739,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Thalassiophysales","Catenulaceae","Amphora","veneta"
"Anabaena aequalis",1.08278537031645,1.45982683338012,1.45024910831936,1.84509804001426,0.253255975649943,19,NA,1,1129,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","aequalis"
"Anabaena affinis",0.927883410330707,1.35178986501067,1.32043442479381,1.87215627274829,0.246635243332499,20,NA,1,1107,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","affinis"
"Anabaena catenula",2.10266234189715,3.15662772533214,3.28758692139087,4.16360856343105,0.557344362587898,122,NA,1,1106,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","catenula"
"Anabaena circinalis",2.42701033182638,3.15626393316021,3.20411707804526,3.86127620668274,0.326757864226971,262,21.6087304761905,6,1104,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","circinalis"
"Anabaena inaequalis",3.02118929906994,3.02118929906994,3.02118929906994,3.02118929906994,NA,1,NA,1,1101,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","inaequalis"
"Anabaena lemmermannii",2.07918124604762,2.78010542831658,2.47673340674655,3.83821922190763,0.552679126679691,352,25.4142375,3,1145,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","lemmermannii"
"Anabaena macrospora",2.62551822897164,3.31907007705565,3.34033972967391,4.00404781111675,0.327405675133803,45,30.786978125,4,1114,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","macrospora"
"Anabaena oscillarioides",0.561101383649056,1.56616569911434,1.24551266781415,3.36917131210194,0.765858031479138,38,23.1142857142857,2,1127,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","oscillarioides"
"Anabaena planctonica",4.02184025269953,4.09130710660771,4.09130710660771,4.16077396051588,0.0982409669323317,2,51.7,1,1117,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","planctonica"
"Anabaena scheremetievi",2.27875360095283,2.27875360095283,2.27875360095283,2.27875360095283,NA,1,NA,1,1118,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","scheremetievi"
"Anabaena spiroides",2.46239799789896,3.49983373635401,3.52287874528034,4.27869073799157,0.295358872033637,143,47.8333333333333,4,1119,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","spiroides"
"Anabaena subcylindrica",1.50379068305718,1.50379068305718,1.50379068305718,1.50379068305718,NA,1,NA,1,1122,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","subcylindrica"
"Anabaena variabilis",3.08884239126002,3.10313142321281,3.10313142321281,3.1174204551656,0.0202077427808184,2,40,2,1105,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaena","variabilis"
"Anabaenopsis circularis",2.41874861624957,2.93856449225632,2.93856449225632,3.45838036826306,0.735130661785586,2,15,2,1184,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Nostocales","Nostocaceae","Anabaenopsis","circularis"
"Anacystis cyanea",3.91259824666841,3.91259824666841,3.91259824666841,3.91259824666841,NA,1,1,1,610,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Anacystis","cyanea"
"Anacystis incerta",2.58150592600755,2.58150592600755,2.58150592600755,2.58150592600755,NA,1,1,1,620,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Anacystis","incerta"
"Ankistrodesmus braunii",1.659631011607,1.86464466066163,1.86025132388188,2.15014216184856,0.180478014995101,6,1,3,5887,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Ankistrodesmus","braunii"
"Ankistrodesmus convolutus",0.860936620700094,1.34062960927595,1.35580769857189,1.90222052827931,0.29180957839296,28,1,3,5886,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Ankistrodesmus","convolutus"
"Ankistrodesmus falcatus",0.68930885912362,1.8734728789019,1.86439240515059,3.02499058795009,0.519016925486785,979,1.14815724815725,6,5878,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Ankistrodesmus","falcatus"
"Ankistrodesmus fusiformis",1.99931481266581,2.15928571769163,2.12063620011153,2.60171130043657,0.1382425246317,25,NA,2,5893,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Ankistrodesmus","fusiformis"
"Ankistrodesmus spiralis",0.977723605288848,1.30838425925232,1.3096301674259,1.93247376467715,0.248828314853571,13,NA,2,5889,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Ankistrodesmus","spiralis"
"Anomoeoneis sphaerophora",3.97689995098294,4.15290222471827,4.02804059851528,4.57862775085959,0.287883429547722,4,NA,1,591168,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Cymbellales","Anomoeoneidaceae","Anomoeoneis","sphaerophora"
"Anorthoneis excentrica",2.9566485792052,3.03078178111994,3.04020662757471,3.07664044367034,0.0443430709049644,5,NA,1,3626,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Achnanthales","Cocconeidaceae","Anorthoneis","excentrica"
"Aphanocapsa delicatissima",-0.0535477349869269,1.17509250282358,1.11693964655076,2.11693865122231,0.496127155204065,505,36.1576126373626,5,634,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Aphanocapsa","delicatissima"
"Aphanocapsa elachista",0.722633922533812,1.94934665325163,1.94507408579115,3.2012783510442,0.610994937992801,158,38.444571559633,4,627,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Aphanocapsa","elachista"
"Aphanochaete repens",1.95036485437612,2.89316895844835,3.07881918309885,3.59162103821332,0.666175257905124,5,NA,1,6702,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chaetophorales","Chaetophoraceae","Aphanochaete","repens"
"Aphanothece clathrata",1.77945218340406,2.48695074316249,2.39986592970808,3.02428037604708,0.273659210032204,73,226.666666666667,3,646,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Aphanothece","clathrata"
"Aphanothece nidulans",0.747411807886423,1.55935640218043,1.54641924929979,2.54654266347813,0.386459774500063,354,41.5056888252149,3,650,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Aphanothece","nidulans"
"Aphanothece saxicola",1.67237497874608,2.11301743875019,2.08906182062607,2.60157113500255,0.494694310386561,4,8,1,643,"Species","Monera",NA,NA,NA,NA,"Cyanophycota","Cyanophyceae",NA,"Chroococcales","Chroococcaceae","Aphanothece","saxicola"
"Arthrodesmus incus",2.35382009489741,2.70585623944869,2.67019556562551,3.17876118452551,0.254550742653196,26,1.01923076923077,1,8302,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Arthrodesmus","incus"
"Arthrodesmus octocornis",2.35305023964259,2.6463350867408,2.60418805073896,3.17576137337183,0.223185609161609,22,1.02777777777778,2,8278,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Arthrodesmus","octocornis"
"Arthrodesmus subulatus",2.60277598668924,2.85357670772353,2.92254381539071,3.18260579124932,0.170754494798241,15,1.11333333333333,1,8285,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Arthrodesmus","subulatus"
"Asterionella formosa",1.95424250943932,2.61061030317936,2.73037846858764,3.36248247475117,0.313128192983785,3064,1.35972673796791,6,3120,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Asterionella","formosa"
"Asterionella ralfsii",1.90308998699194,1.90308998699194,1.90308998699194,1.90308998699194,NA,1,NA,1,3128,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Fragilariophyceae",NA,"Fragilariales","Fragilariaceae","Asterionella","ralfsii"
"Asterococcus limnecticus",2.71899864255027,2.71899864255027,2.71899864255027,2.71899864255027,NA,1,NA,1,9179,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Tetrasporales","Palmellopsidaceae","Asterococcus","limnecticus"
"Aulacoseira alpigena",1.62736585659273,2.42164953229501,2.60087767663351,3.20139712432045,0.362558789757556,1306,NA,2,591204,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","alpigena"
"Aulacoseira ambigua",1.87621784059164,2.69165302641256,2.70116199334736,3.63169737163755,0.382345040407765,757,2.14993720930233,5,591194,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","ambigua"
"Aulacoseira distans",1.92839585225671,2.65549090221877,2.63733009204513,3.36492603378998,0.326516805048763,446,1.66667142857143,3,591208,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","distans"
"Aulacoseira granulata",1.77701879998474,2.94615349327414,2.84073323461181,4.15014216184856,0.578821033927009,739,1.7430412244898,5,591207,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","granulata"
"Aulacoseira islandica",2.84198480459011,3.38619524318249,3.47521455067878,4.00769488300183,0.224625913624113,169,2.30660714285714,3,591482,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","islandica"
"Aulacoseira italica",1.8750612633917,2.6586943104932,2.66705925901681,3.52419769053983,0.403849512997075,1120,1.65,4,591483,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","italica"
"Aulacoseira lirata",3.40019248859258,3.44766470960461,3.40568778667278,3.58092497567562,0.0775257824094945,5,NA,1,591108,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","lirata"
"Aulacoseira subarctica",2.24551266781415,2.66949896478307,2.60205999132796,3.10500897931111,0.190868057964637,203,NA,2,591206,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Coscinodiscophyceae",NA,"Aulacoseirales","Aulacoseiraceae","Aulacoseira","subarctica"
"Bacillaria paxillifer",2.30671017424655,3.08956877636564,3.08813608870055,3.77675056583761,0.265376951817238,263,1,3,5301,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Bacillaria","paxillifer"
"Bambusina borreri",3.52685598712587,3.59421626766563,3.60831204269733,3.64748077317368,0.0615353793161114,3,NA,1,8838,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Bambusina","borreri"
"Bambusina brebissonii",3.44909253111942,3.44909253111942,3.44909253111942,3.44909253111942,NA,1,NA,1,8837,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Desmidiaceae","Bambusina","brebissonii"
"Bangia fusco-purpurea",2.76116075935993,2.76116075935993,2.76116075935993,2.76116075935993,0,5,1,1,11534,"Species","Plantae","Biliphyta",NA,"Rhodophyta","Rhodophytina",NA,"Bangiophyceae",NA,"Bangiales","Bangiaceae","Bangia","fusco-purpurea"
"Botryococcus braunii",2.47662177854971,3.25783252621142,3.47470178059625,4.05236145823706,0.354680276684184,889,79.1666666666667,2,6308,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Dictyosphaeriaceae","Botryococcus","braunii"
"Botryococcus protuberans",1.14921911265538,2.22512455415968,2.22512455415968,3.30102999566398,1.52156006720639,2,NA,2,6310,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Chlorophyceae",NA,"Chlorococcales","Dictyosphaeriaceae","Botryococcus","protuberans"
"Brachysira brebissonii",2.00432137378264,2.68451746087397,2.72591163229505,2.88649072517248,0.146001138013022,63,NA,1,591199,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Brachysiraceae","Brachysira","brebissonii"
"Brachysira follis",3.00987563371216,3.37903183035918,3.37903183035918,3.7481880270062,0.522065699932285,2,NA,1,591209,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Brachysiraceae","Brachysira","follis"
"Brachysira serians",1.8481891169914,2.217303537441,2.23299611039215,2.6170003411209,0.152199934101765,71,NA,1,591203,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Brachysiraceae","Brachysira","serians"
"Brachysira styriaca",2.17609125905568,2.69019325867533,2.67294160646586,3.23879856271392,0.457112638838518,4,NA,1,591202,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Brachysiraceae","Brachysira","styriaca"
"Brachysira vitrea",1.65321251377534,2.26409206086005,2.26832971477302,2.90432055254395,0.302078917922739,208,1.05882352941176,4,591201,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Brachysiraceae","Brachysira","vitrea"
"Caloneis alpestris",3.28443073384452,3.35089840045018,3.34242268082221,3.44279322593977,0.0571798109593748,5,NA,1,4381,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Pinnulariaceae","Caloneis","alpestris"
"Caloneis amphisbaena",3.46239799789896,3.82785559926185,3.87771680086498,4.14345199902163,0.343253904100568,3,NA,1,4371,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Pinnulariaceae","Caloneis","amphisbaena"
"Caloneis bacillaris",2.86451108105839,3.1570947364791,3.21005084987514,3.39672227850377,0.270028613541366,3,NA,1,4413,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Pinnulariaceae","Caloneis","bacillaris"
